Mean TemperatureC,Max TemperatureC_1_days_before,Max TemperatureC_2_days_before,Max TemperatureC_3_days_before,Max TemperatureC_4_days_before,Mean TemperatureC_1_days_before,Mean TemperatureC_2_days_before,Mean TemperatureC_3_days_before,Mean TemperatureC_4_days_before,Min TemperatureC_1_days_before,Min TemperatureC_2_days_before,Min TemperatureC_3_days_before,Min TemperatureC_4_days_before,Dew PointC_1_days_before,Dew PointC_2_days_before,Dew PointC_3_days_before,Dew PointC_4_days_before,MeanDew PointC_1_days_before,MeanDew PointC_2_days_before,MeanDew PointC_3_days_before,MeanDew PointC_4_days_before,Min DewpointC_1_days_before,Min DewpointC_2_days_before,Min DewpointC_3_days_before,Min DewpointC_4_days_before,Max Humidity_1_days_before,Max Humidity_2_days_before,Max Humidity_3_days_before,Max Humidity_4_days_before, Mean Humidity_1_days_before, Mean Humidity_2_days_before, Mean Humidity_3_days_before, Mean Humidity_4_days_before, Min Humidity_1_days_before, Min Humidity_2_days_before, Min Humidity_3_days_before, Min Humidity_4_days_before, Max Sea Level PressurehPa_1_days_before, Max Sea Level PressurehPa_2_days_before, Max Sea Level PressurehPa_3_days_before, Max Sea Level PressurehPa_4_days_before, Mean Sea Level PressurehPa_1_days_before, Mean Sea Level PressurehPa_2_days_before, Mean Sea Level PressurehPa_3_days_before, Mean Sea Level PressurehPa_4_days_before, Min Sea Level PressurehPa_1_days_before, Min Sea Level PressurehPa_2_days_before, Min Sea Level PressurehPa_3_days_before, Min Sea Level PressurehPa_4_days_before, Max VisibilityKm_1_days_before, Max VisibilityKm_2_days_before, Max VisibilityKm_3_days_before, Max VisibilityKm_4_days_before, Mean VisibilityKm_1_days_before, Mean VisibilityKm_2_days_before, Mean VisibilityKm_3_days_before, Mean VisibilityKm_4_days_before, Min VisibilitykM_1_days_before, Min VisibilitykM_2_days_before, Min VisibilitykM_3_days_before, Min VisibilitykM_4_days_before, Max Wind SpeedKm/h_1_days_before, Max Wind SpeedKm/h_2_days_before, Max Wind SpeedKm/h_3_days_before, Max Wind SpeedKm/h_4_days_before, Mean Wind SpeedKm/h_1_days_before, Mean Wind SpeedKm/h_2_days_before, Mean Wind SpeedKm/h_3_days_before, Mean Wind SpeedKm/h_4_days_before,Precipitationmm_1_days_before,Precipitationmm_2_days_before,Precipitationmm_3_days_before,Precipitationmm_4_days_before,Max TemperatureCaverage_of_last_2_days,Mean TemperatureCaverage_of_last_2_days,Min TemperatureCaverage_of_last_2_days,Dew PointCaverage_of_last_2_days,MeanDew PointCaverage_of_last_2_days,Min DewpointCaverage_of_last_2_days,Max Humidityaverage_of_last_2_days, Mean Humidityaverage_of_last_2_days, Min Humidityaverage_of_last_2_days, Max Sea Level PressurehPaaverage_of_last_2_days, Mean Sea Level PressurehPaaverage_of_last_2_days, Min Sea Level PressurehPaaverage_of_last_2_days, Max VisibilityKmaverage_of_last_2_days, Mean VisibilityKmaverage_of_last_2_days, Min VisibilitykMaverage_of_last_2_days, Max Wind SpeedKm/haverage_of_last_2_days, Mean Wind SpeedKm/haverage_of_last_2_days,Precipitationmmaverage_of_last_2_days,Max TemperatureCaverage_of_last_3_days,Mean TemperatureCaverage_of_last_3_days,Min TemperatureCaverage_of_last_3_days,Dew PointCaverage_of_last_3_days,MeanDew PointCaverage_of_last_3_days,Min DewpointCaverage_of_last_3_days,Max Humidityaverage_of_last_3_days, Mean Humidityaverage_of_last_3_days, Min Humidityaverage_of_last_3_days, Max Sea Level PressurehPaaverage_of_last_3_days, Mean Sea Level PressurehPaaverage_of_last_3_days, Min Sea Level PressurehPaaverage_of_last_3_days, Max VisibilityKmaverage_of_last_3_days, Mean VisibilityKmaverage_of_last_3_days, Min VisibilitykMaverage_of_last_3_days, Max Wind SpeedKm/haverage_of_last_3_days, Mean Wind SpeedKm/haverage_of_last_3_days,Precipitationmmaverage_of_last_3_days,Max TemperatureCtrend_in_last_2_days,Mean TemperatureCtrend_in_last_2_days,Min TemperatureCtrend_in_last_2_days,Dew PointCtrend_in_last_2_days,MeanDew PointCtrend_in_last_2_days,Min DewpointCtrend_in_last_2_days,Max Humiditytrend_in_last_2_days, Mean Humiditytrend_in_last_2_days, Min Humiditytrend_in_last_2_days, Max Sea Level PressurehPatrend_in_last_2_days, Mean Sea Level PressurehPatrend_in_last_2_days, Min Sea Level PressurehPatrend_in_last_2_days, Max VisibilityKmtrend_in_last_2_days, Mean VisibilityKmtrend_in_last_2_days, Min VisibilitykMtrend_in_last_2_days, Max Wind SpeedKm/htrend_in_last_2_days, Mean Wind SpeedKm/htrend_in_last_2_days,Precipitationmmtrend_in_last_2_days,Max TemperatureCtrend_in_last_3_days,Mean TemperatureCtrend_in_last_3_days,Min TemperatureCtrend_in_last_3_days,Dew PointCtrend_in_last_3_days,MeanDew PointCtrend_in_last_3_days,Min DewpointCtrend_in_last_3_days,Max Humiditytrend_in_last_3_days, Mean Humiditytrend_in_last_3_days, Min Humiditytrend_in_last_3_days, Max Sea Level PressurehPatrend_in_last_3_days, Mean Sea Level PressurehPatrend_in_last_3_days, Min Sea Level PressurehPatrend_in_last_3_days, Max VisibilityKmtrend_in_last_3_days, Mean VisibilityKmtrend_in_last_3_days, Min VisibilitykMtrend_in_last_3_days, Max Wind SpeedKm/htrend_in_last_3_days, Mean Wind SpeedKm/htrend_in_last_3_days,Precipitationmmtrend_in_last_3_days,Max TemperatureCtrend_in_last_4_days,Mean TemperatureCtrend_in_last_4_days,Min TemperatureCtrend_in_last_4_days,Dew PointCtrend_in_last_4_days,MeanDew PointCtrend_in_last_4_days,Min DewpointCtrend_in_last_4_days,Max Humiditytrend_in_last_4_days, Mean Humiditytrend_in_last_4_days, Min Humiditytrend_in_last_4_days, Max Sea Level PressurehPatrend_in_last_4_days, Mean Sea Level PressurehPatrend_in_last_4_days, Min Sea Level PressurehPatrend_in_last_4_days, Max VisibilityKmtrend_in_last_4_days, Mean VisibilityKmtrend_in_last_4_days, Min VisibilitykMtrend_in_last_4_days, Max Wind SpeedKm/htrend_in_last_4_days, Mean Wind SpeedKm/htrend_in_last_4_days,Precipitationmmtrend_in_last_4_days
30,34.0,33.0,31.0,32.0,30.0,28.0,27.0,27.0,26.0,24.0,22.0,22.0,74.0,74.0,75.0,76.0,73.0,72.0,71.0,72.0,71.0,70.0,69.0,68.0,85.0,88.0,94.0,94.0,69.0,69.0,76.0,77.0,52.0,49.0,57.0,59.0,1015.0,1014.0,1017.0,1018.0,1012.0,1012.0,1014.0,1016.0,1010.0,1009.0,1011.0,1013.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,13.0,13.0,10.0,0.0,26.0,27.0,24.0,26.0,14.0,13.0,11.0,8.0,0.0,0.0,0.0,12.0,34.5,30.0,25.5,74.0,73.0,70.5,86.5,69.0,50.5,1016.0,1013.5,1011.5,16.0,15.0,12.0,26.5,14.0,0.0,34.0,29.333333333333332,25.0,74.0,72.66666666666667,70.33333333333333,87.0,69.0,50.0,1015.3333333333334,1013.0,1010.6666666666666,16.0,15.333333333333334,12.333333333333334,26.666666666666668,13.666666666666666,0.0,1.0,1.4142135623730951,1.224744871391589,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,1.5811388300841898,2.1213203435596424,2.23606797749979,0.0,-1.4142135623730951,-1.4142135623730951,0.0,0.7071067811865476,0.0,1.4142135623730951,1.2909944487358056,1.5275252316519468,-0.5773502691896257,0.816496580927726,0.5773502691896257,-3.4641016151377544,-4.041451884327381,-4.618802153517006,-1.1547005383792515,1.2909944487358056,1.4142135623730951,0.0,-1.1547005383792515,1.2909944487358056,1.7320508075688772,1.2909944487358056,0.0,1.118033988749895,1.118033988749895,1.3228756555322954,-0.7071067811865476,0.5,0.7071067811865476,-3.0,-3.5355339059327378,-4.123105625617661,-1.118033988749895,0.5,0.7071067811865476,0.0,1.118033988749895,5.123475382979799,1.118033988749895,1.8708286933869707,-6.0
31,35.0,34.0,33.0,31.0,30.0,30.0,28.0,27.0,25.0,26.0,24.0,22.0,74.0,74.0,74.0,75.0,73.0,73.0,72.0,71.0,70.0,71.0,70.0,69.0,88.0,85.0,88.0,94.0,69.0,69.0,69.0,76.0,49.0,52.0,49.0,57.0,1017.0,1015.0,1014.0,1017.0,1015.0,1012.0,1012.0,1014.0,1013.0,1010.0,1009.0,1011.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,11.0,13.0,13.0,10.0,27.0,26.0,27.0,24.0,14.0,14.0,13.0,11.0,0.0,0.0,0.0,0.0,35.5,30.5,25.0,74.0,72.0,68.5,88.0,66.5,44.0,1017.0,1014.5,1012.0,16.0,14.0,11.0,27.0,13.5,0.0,35.0,30.333333333333332,25.333333333333332,74.0,72.33333333333333,69.33333333333333,87.0,67.33333333333333,46.666666666666664,1016.3333333333334,1013.6666666666666,1011.3333333333334,16.0,14.666666666666666,11.666666666666666,26.666666666666668,13.666666666666666,0.0,1.0,0.7071067811865476,-0.7071067811865476,0.0,-1.4142135623730951,-2.23606797749979,2.1213203435596424,-3.5355339059327378,-7.3824115301167,1.4142135623730951,2.0,1.5811388300841898,0.0,-1.4142135623730951,-1.4142135623730951,0.7071067811865476,-0.7071067811865476,0.0,1.0,1.2909944487358056,1.0,0.0,-1.0,-1.7320508075688772,0.0,-2.886751345948129,-5.773502691896258,1.2909944487358056,1.632993161855452,1.4142135623730951,0.0,-1.1547005383792515,-1.1547005383792515,0.0,0.0,0.0,1.3228756555322954,1.224744871391589,1.3228756555322954,-0.5,-0.7071067811865476,-1.4142135623730951,-3.0,-4.301162633521313,-6.4031242374328485,-1.0,1.0,0.7071067811865476,0.0,-1.0,1.118033988749895,1.5,1.0,0.0
30,36.0,35.0,34.0,33.0,31.0,30.0,30.0,28.0,25.0,25.0,26.0,24.0,74.0,74.0,74.0,74.0,71.0,73.0,73.0,72.0,67.0,70.0,71.0,70.0,88.0,88.0,85.0,88.0,64.0,69.0,69.0,69.0,39.0,49.0,52.0,49.0,1017.0,1017.0,1015.0,1014.0,1014.0,1015.0,1012.0,1012.0,1011.0,1013.0,1010.0,1009.0,16.0,16.0,16.0,16.0,14.0,14.0,16.0,16.0,11.0,11.0,13.0,13.0,27.0,27.0,26.0,27.0,13.0,14.0,14.0,13.0,0.0,0.0,0.0,0.0,36.0,30.5,24.5,73.5,70.5,66.5,88.0,64.0,39.0,1016.0,1013.5,1011.5,16.0,15.0,11.0,25.5,11.5,0.0,35.666666666666664,30.333333333333332,24.666666666666668,73.66666666666667,71.33333333333333,67.66666666666667,88.0,65.66666666666667,42.333333333333336,1016.3333333333334,1014.0,1012.0,16.0,14.666666666666666,11.0,26.0,12.333333333333334,0.0,0.7071067811865476,0.0,-0.7071067811865476,-0.7071067811865476,-1.5811388300841898,-2.23606797749979,0.0,-3.5355339059327378,-7.0710678118654755,-1.4142135623730951,-1.0,-1.224744871391589,0.0,1.4142135623730951,0.0,-2.1213203435596424,-2.23606797749979,0.0,0.816496580927726,0.0,-0.816496580927726,-0.5773502691896257,-1.2909944487358056,-1.9148542155126762,1.7320508075688772,-2.886751345948129,-6.027713773341708,0.0,1.5275252316519468,1.4142135623730951,0.0,0.0,-1.1547005383792515,-1.632993161855452,-1.8257418583505538,0.0,0.8660254037844386,1.0,0.7071067811865476,-0.5,-1.0,-1.5811388300841898,0.0,-2.5,-5.0,0.5,1.3228756555322954,1.3228756555322954,0.0,0.0,-1.0,-1.5,-1.5,0.0
29,36.0,36.0,35.0,34.0,30.0,31.0,30.0,30.0,24.0,25.0,25.0,26.0,73.0,74.0,74.0,74.0,70.0,71.0,73.0,73.0,66.0,67.0,70.0,71.0,88.0,88.0,88.0,85.0,64.0,64.0,69.0,69.0,39.0,39.0,49.0,52.0,1015.0,1017.0,1017.0,1015.0,1013.0,1014.0,1015.0,1012.0,1012.0,1011.0,1013.0,1010.0,16.0,16.0,16.0,16.0,16.0,14.0,14.0,16.0,11.0,11.0,11.0,13.0,24.0,27.0,27.0,26.0,10.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0,36.0,29.5,23.5,73.0,69.5,65.0,90.5,64.0,37.0,1016.5,1014.5,1013.5,16.0,16.0,10.5,23.5,8.0,0.0,36.0,30.0,24.0,73.33333333333333,70.0,65.66666666666667,89.66666666666667,64.0,37.666666666666664,1016.6666666666666,1014.3333333333334,1012.6666666666666,16.0,15.333333333333334,10.666666666666666,24.666666666666668,9.666666666666666,0.0,0.0,-1.0,-1.0,-0.7071067811865476,-1.0,-1.5811388300841898,3.5355339059327378,0.0,-2.8284271247461903,1.5811388300841898,2.0,2.23606797749979,0.0,1.4142135623730951,-0.7071067811865476,-2.23606797749979,-3.5355339059327378,0.0,0.5773502691896257,-0.5773502691896257,-0.816496580927726,-0.5773502691896257,-1.4142135623730951,-2.160246899469287,2.886751345948129,-2.886751345948129,-6.2182527020592095,1.2909944487358056,1.5275252316519468,1.4142135623730951,0.0,1.1547005383792515,-0.5773502691896257,-1.8257418583505538,-2.943920288775949,0.0,0.7071067811865476,-0.5,-0.8660254037844386,-0.5,-1.224744871391589,-1.9364916731037085,2.9154759474226504,-2.5,-5.5901699437494745,1.5,2.0,1.9364916731037085,0.0,0.0,-1.118033988749895,-1.5,-2.5495097567963922,0.0
29,36.0,36.0,36.0,35.0,29.0,30.0,31.0,30.0,23.0,24.0,25.0,25.0,73.0,73.0,74.0,74.0,69.0,70.0,71.0,73.0,64.0,66.0,67.0,70.0,93.0,88.0,88.0,88.0,64.0,64.0,64.0,69.0,35.0,39.0,39.0,49.0,1018.0,1015.0,1017.0,1017.0,1016.0,1013.0,1014.0,1015.0,1015.0,1012.0,1011.0,1013.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,14.0,10.0,11.0,11.0,11.0,23.0,24.0,27.0,27.0,6.0,10.0,13.0,14.0,0.0,0.0,0.0,0.0,36.0,29.0,22.5,72.0,69.0,62.5,93.0,63.0,32.5,1019.0,1017.5,1015.5,16.0,16.0,10.0,27.5,5.5,1.0,36.0,29.333333333333332,23.0,72.33333333333333,69.33333333333333,63.666666666666664,91.33333333333333,63.333333333333336,34.666666666666664,1017.6666666666666,1016.0,1014.3333333333334,16.0,16.0,10.333333333333334,26.333333333333332,7.0,0.6666666666666666,0.0,-0.7071067811865476,-1.0,-1.4142135623730951,-0.7071067811865476,-2.5495097567963922,3.5355339059327378,-1.4142135623730951,-4.527692569068709,2.5495097567963922,3.0,2.23606797749979,0.0,0.0,-0.7071067811865476,6.324555320336759,-2.9154759474226504,1.4142135623730951,0.0,-0.816496580927726,-1.0,-1.2909944487358056,-0.816496580927726,-2.160246899469287,2.886751345948129,-1.1547005383792515,-3.696845502136472,1.7320508075688772,2.3804761428476167,1.9148542155126762,0.0,1.1547005383792515,-0.5773502691896257,4.864839839775475,-2.943920288775949,1.1547005383792515,0.5,-0.5,-0.8660254037844386,-1.118033988749895,-1.224744871391589,-2.3979157616563596,2.5,-2.692582403567252,-5.937171043518958,1.5,2.0,1.3228756555322954,0.0,1.0,-0.5,4.2130748865881795,-2.598076211353316,1.0
28,36.0,36.0,36.0,36.0,29.0,29.0,30.0,31.0,22.0,23.0,24.0,25.0,71.0,73.0,73.0,74.0,69.0,69.0,70.0,71.0,61.0,64.0,66.0,67.0,93.0,93.0,88.0,88.0,62.0,64.0,64.0,64.0,30.0,35.0,39.0,39.0,1020.0,1018.0,1015.0,1017.0,1019.0,1016.0,1013.0,1014.0,1016.0,1015.0,1012.0,1011.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,10.0,10.0,11.0,11.0,32.0,23.0,24.0,27.0,5.0,6.0,10.0,13.0,2.0,0.0,0.0,0.0,35.0,28.5,22.0,70.5,68.5,60.0,93.0,64.5,35.5,1021.5,1020.0,1017.5,16.0,16.0,12.0,29.0,5.5,1.0,35.333333333333336,28.666666666666668,22.333333333333332,71.33333333333333,68.66666666666667,61.333333333333336,93.0,64.33333333333333,35.333333333333336,1020.3333333333334,1018.6666666666666,1016.6666666666666,16.0,16.0,11.333333333333334,27.0,5.666666666666667,0.6666666666666666,-1.4142135623730951,-0.7071067811865476,-0.7071067811865476,-1.5811388300841898,-0.7071067811865476,-2.5495097567963922,0.0,3.24037034920393,6.928203230275509,2.5495097567963922,2.5495097567963922,2.23606797749979,0.0,0.0,2.8284271247461903,4.743416490252569,0.0,0.0,-1.1547005383792515,-0.816496580927726,-0.816496580927726,-1.2909944487358056,-0.816496580927726,-2.3804761428476167,2.886751345948129,2.6457513110645907,5.163977794943222,2.70801280154532,2.70801280154532,2.516611478423583,0.0,0.0,2.23606797749979,3.8297084310253524,-2.309401076758503,0.0,-1.0,-0.8660254037844386,-0.8660254037844386,-1.224744871391589,-0.8660254037844386,-2.1213203435596424,2.5,2.29128784747792,4.47213595499958,2.1213203435596424,2.29128784747792,2.23606797749979,0.0,1.0,1.9364916731037085,2.958039891549808,-2.5,0.0
28,34.0,36.0,36.0,36.0,28.0,29.0,29.0,30.0,22.0,22.0,23.0,24.0,70.0,71.0,73.0,73.0,68.0,69.0,69.0,70.0,59.0,61.0,64.0,66.0,93.0,93.0,93.0,88.0,67.0,62.0,64.0,64.0,41.0,30.0,35.0,39.0,1023.0,1020.0,1018.0,1015.0,1021.0,1019.0,1016.0,1013.0,1019.0,1016.0,1015.0,1012.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,10.0,10.0,11.0,26.0,32.0,23.0,24.0,6.0,5.0,6.0,10.0,0.0,2.0,0.0,0.0,34.0,28.0,21.5,70.5,68.5,63.0,93.0,68.5,43.5,1022.5,1020.5,1018.5,16.0,16.0,11.0,27.5,6.0,0.0,34.666666666666664,28.333333333333332,21.666666666666668,70.66666666666667,68.66666666666667,62.333333333333336,93.0,66.33333333333333,39.0,1021.6666666666666,1020.0,1017.6666666666666,16.0,16.0,10.666666666666666,29.0,5.666666666666667,0.6666666666666666,-1.4142135623730951,-0.7071067811865476,-0.7071067811865476,0.0,0.0,5.477225575051661,0.0,4.123105625617661,8.54400374531753,2.0,1.224744871391589,2.0,0.0,0.0,-3.1622776601683795,-3.6742346141747673,0.7071067811865476,-1.4142135623730951,-1.1547005383792515,-0.5773502691896257,-0.816496580927726,-1.1547005383792515,0.0,4.123105625617661,0.0,3.1622776601683795,6.3508529610858835,2.0,2.0,1.7320508075688772,0.0,0.0,-2.581988897471611,4.242640687119285,0.0,0.0,-1.0,-0.7071067811865476,-0.8660254037844386,-1.0,-0.5,3.427827300200522,2.5,2.7386127875258306,5.123475382979799,2.29128784747792,2.29128784747792,2.1213203435596424,0.0,0.0,-2.29128784747792,3.640054944640259,-2.0,0.0
29,34.0,34.0,36.0,36.0,28.0,28.0,29.0,29.0,21.0,22.0,22.0,23.0,71.0,70.0,71.0,73.0,69.0,68.0,69.0,69.0,67.0,59.0,61.0,64.0,93.0,93.0,93.0,93.0,70.0,67.0,62.0,64.0,46.0,41.0,30.0,35.0,1022.0,1023.0,1020.0,1018.0,1020.0,1021.0,1019.0,1016.0,1018.0,1019.0,1016.0,1015.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,8.0,14.0,10.0,10.0,29.0,26.0,32.0,23.0,6.0,6.0,5.0,6.0,0.0,0.0,2.0,0.0,34.5,28.5,21.5,72.0,69.5,66.5,96.5,71.0,45.0,1020.5,1018.5,1015.5,16.0,14.5,6.5,25.0,7.0,0.0,34.333333333333336,28.333333333333332,21.666666666666668,71.33333333333333,69.0,64.0,95.33333333333333,69.66666666666667,43.666666666666664,1021.3333333333334,1019.3333333333334,1016.6666666666666,16.0,15.0,9.0,25.333333333333332,6.666666666666667,0.0,0.7071067811865476,0.7071067811865476,0.0,1.5811388300841898,1.0,5.612486080160912,4.949747468305833,2.5495097567963922,3.24037034920393,-2.23606797749979,-2.23606797749979,-3.605551275463989,0.0,-2.1213203435596424,-4.743416490252569,-5.244044240850758,1.4142135623730951,0.0,-1.0,0.0,0.0,1.1547005383792515,0.5773502691896257,4.43471156521669,4.041451884327381,3.559026084010437,6.879922480183431,-0.5773502691896257,-1.4142135623730951,-2.3804761428476167,0.0,-1.7320508075688772,-3.1091263510296048,-5.507570547286102,1.2909944487358056,-1.1547005383792515,-0.8660254037844386,0.0,-0.5,0.0,0.5,3.5355339059327378,3.5,2.9154759474226504,5.408326913195984,0.8660254037844386,0.8660254037844386,-2.0,0.0,-1.5,-2.692582403567252,-1.5811388300841898,1.0,0.0
29,35.0,34.0,34.0,36.0,29.0,28.0,28.0,29.0,22.0,21.0,22.0,22.0,73.0,71.0,70.0,71.0,70.0,69.0,68.0,69.0,66.0,67.0,59.0,61.0,100.0,93.0,93.0,93.0,72.0,70.0,67.0,62.0,44.0,46.0,41.0,30.0,1019.0,1022.0,1023.0,1020.0,1017.0,1020.0,1021.0,1019.0,1013.0,1018.0,1019.0,1016.0,16.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,5.0,8.0,14.0,10.0,21.0,29.0,26.0,32.0,8.0,6.0,6.0,5.0,0.0,0.0,0.0,2.0,35.5,29.0,22.5,71.5,68.5,64.5,93.5,66.5,39.0,1017.5,1016.0,1013.0,16.0,14.5,10.5,21.0,8.0,0.0,35.0,28.666666666666668,22.0,71.33333333333333,68.66666666666667,65.33333333333333,93.33333333333333,67.66666666666667,41.333333333333336,1019.0,1017.3333333333334,1014.6666666666666,16.0,15.0,9.666666666666666,23.666666666666668,7.333333333333333,0.0,1.0,0.7071067811865476,1.0,-1.5811388300841898,-2.0,-2.23606797749979,-7.745966692414834,-7.648529270389178,-7.211102550927978,-3.0,-2.5495097567963922,-3.5355339059327378,0.0,0.0,7.483314773547883,-5.656854249492381,1.4142135623730951,0.0,0.816496580927726,0.5773502691896257,0.5773502691896257,-1.1547005383792515,-1.5275252316519468,4.242640687119285,-6.324555320336759,-6.0,-5.131601439446884,-2.516611478423583,-2.160246899469287,-2.943920288775949,0.0,0.0,5.033222956847166,-4.281744192888376,1.1547005383792515,0.0,-0.7071067811865476,0.0,0.5,-1.118033988749895,-1.4142135623730951,3.5355339059327378,-5.477225575051661,-4.55521678957215,3.24037034920393,-1.5811388300841898,-1.5811388300841898,-2.0615528128088303,0.0,0.0,4.795831523312719,-4.769696007084728,1.118033988749895,-1.0
30,36.0,35.0,34.0,34.0,29.0,29.0,28.0,28.0,23.0,22.0,21.0,22.0,70.0,73.0,71.0,70.0,67.0,70.0,69.0,68.0,63.0,66.0,67.0,59.0,87.0,100.0,93.0,93.0,61.0,72.0,70.0,67.0,34.0,44.0,46.0,41.0,1016.0,1019.0,1022.0,1023.0,1015.0,1017.0,1020.0,1021.0,1013.0,1013.0,1018.0,1019.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,5.0,8.0,14.0,21.0,21.0,29.0,26.0,8.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,36.5,29.5,23.0,71.5,67.5,62.0,90.0,62.0,33.5,1016.5,1015.5,1013.5,16.0,16.0,16.0,21.0,9.5,0.0,36.0,29.333333333333332,22.666666666666668,72.0,68.33333333333333,63.333333333333336,93.33333333333333,65.33333333333333,37.0,1017.3333333333334,1016.0,1013.3333333333334,16.0,15.0,12.333333333333334,21.0,9.0,0.0,1.0,0.7071067811865476,0.7071067811865476,0.0,-2.0,-2.5495097567963922,-8.154753215150045,-7.648529270389178,-7.106335201775948,-2.0,-1.224744871391589,0.7071067811865476,0.0,2.1213203435596424,7.7781745930520225,0.0,2.1213203435596424,0.0,1.0,0.816496580927726,0.816496580927726,1.1547005383792515,-1.5275252316519468,-2.160246899469287,-5.291502622129181,-6.137317546507322,-5.916079783099616,-2.3804761428476167,-2.0,-2.8284271247461903,0.0,0.0,6.110100926607787,-4.618802153517006,2.0816659994661326,0.0,0.8660254037844386,0.7071067811865476,0.5,1.118033988749895,-1.224744871391589,3.5355339059327378,-4.58257569495584,-5.0990195135927845,-4.47213595499958,-2.1213203435596424,-1.8027756377319946,-2.5,0.0,0.0,4.358898943540674,-3.7080992435478315,1.8027756377319946,0.0
29,37.0,36.0,35.0,34.0,30.0,29.0,29.0,28.0,23.0,23.0,22.0,21.0,73.0,70.0,73.0,71.0,68.0,67.0,70.0,69.0,61.0,63.0,66.0,67.0,93.0,87.0,100.0,93.0,63.0,61.0,72.0,70.0,33.0,34.0,44.0,46.0,1017.0,1016.0,1019.0,1022.0,1016.0,1015.0,1017.0,1020.0,1014.0,1013.0,1013.0,1018.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,5.0,8.0,21.0,21.0,21.0,29.0,11.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,37.0,29.5,22.5,72.5,67.0,59.0,91.5,61.0,30.0,1017.5,1016.0,1014.0,16.0,16.0,14.5,22.0,10.5,0.0,36.666666666666664,29.333333333333332,22.666666666666668,71.66666666666667,67.0,60.333333333333336,90.0,61.0,31.333333333333332,1017.0,1015.6666666666666,1013.6666666666666,16.0,16.0,15.0,21.666666666666668,9.666666666666666,0.0,0.7071067811865476,0.0,-0.7071067811865476,2.0,-1.224744871391589,-3.1622776601683795,3.6742346141747673,-2.449489742783178,-4.301162633521313,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,-2.1213203435596424,1.4142135623730951,2.0,0.0,0.816496580927726,0.0,0.0,-0.5773502691896257,-2.0,-3.1091263510296048,-6.879922480183431,-6.658328118479393,-6.757711644237764,-1.5275252316519468,-1.0,0.5773502691896257,0.0,1.7320508075688772,6.110100926607787,1.1547005383792515,1.632993161855452,0.0,0.8660254037844386,0.5,0.5,0.8660254037844386,-1.6583123951777,-2.7386127875258306,-4.8218253804964775,-5.678908345800274,-5.937171043518958,-2.0,-1.7320508075688772,-2.449489742783178,0.0,0.0,5.07444578254611,-3.872983346207417,1.7320508075688772,0.0
29,37.0,37.0,36.0,35.0,29.0,30.0,29.0,29.0,22.0,23.0,23.0,22.0,72.0,73.0,70.0,73.0,66.0,68.0,67.0,70.0,57.0,61.0,63.0,66.0,90.0,93.0,87.0,100.0,59.0,63.0,61.0,72.0,27.0,33.0,34.0,44.0,1018.0,1017.0,1016.0,1019.0,1016.0,1016.0,1015.0,1017.0,1014.0,1014.0,1013.0,1013.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,13.0,16.0,16.0,5.0,23.0,21.0,21.0,21.0,10.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,36.5,29.0,22.0,71.5,67.0,60.0,91.5,61.5,30.5,1019.0,1016.0,1014.0,16.0,16.0,12.0,23.0,9.0,0.0,36.666666666666664,29.333333333333332,22.333333333333332,72.0,67.33333333333333,60.333333333333336,92.0,62.0,31.333333333333332,1018.3333333333334,1016.0,1014.0,16.0,16.0,13.333333333333334,22.333333333333332,9.666666666666666,0.0,-0.7071067811865476,-0.7071067811865476,-0.7071067811865476,-1.0,0.0,3.1622776601683795,0.0,2.1213203435596424,2.5495097567963922,1.5811388300841898,0.0,0.0,0.0,0.0,-2.5495097567963922,1.4142135623730951,-1.5811388300841898,0.0,0.0,0.0,-0.5773502691896257,1.5275252316519468,0.5773502691896257,2.309401076758503,3.4641016151377544,2.0816659994661326,2.0,1.4142135623730951,0.5773502691896257,0.5773502691896257,0.0,0.0,-2.0816659994661326,1.1547005383792515,1.1547005383792515,0.0,0.5,0.0,0.0,-0.7071067811865476,-1.4142135623730951,1.3228756555322954,-5.766281297335398,-5.196152422706632,-4.69041575982343,-0.8660254037844386,-0.8660254037844386,0.5,0.0,1.5,5.196152422706632,1.0,1.0,0.0
